NUMBER=WORD=PRONUNCIATION=PART_OF_SPEECH=MEANING=STAR=DATE=MEMO
1=abolish==verb C1==☆☆☆☆☆==
2=abortion==noun C1==☆☆☆☆☆==
3=absence==noun C1==☆☆☆☆☆==
4=absent==adjective C1==☆☆☆☆☆==
5=absorb==verb B2==☆☆☆☆☆==
6=abstract==adjective B2==☆☆☆☆☆==
7=absurd==adjective C1==☆☆☆☆☆==
8=abundance==noun C1==☆☆☆☆☆==
9=abuse==noun C1==☆☆☆☆☆==
10=abuse==verb C1==☆☆☆☆☆==
11=academy==noun C1==☆☆☆☆☆==
12=accelerate==verb C1==☆☆☆☆☆==
13=accent==noun B2==☆☆☆☆☆==
14=acceptance==noun C1==☆☆☆☆☆==
15=accessible==adjective C1==☆☆☆☆☆==
16=accidentally==adverb B2==☆☆☆☆☆==
17=accommodate==verb B2==☆☆☆☆☆==
18=accomplish==verb B2==☆☆☆☆☆==
19=accomplishment==noun C1==☆☆☆☆☆==
20=accordance==noun C1==☆☆☆☆☆==
21=accordingly==adverb C1==☆☆☆☆☆==
22=accountability==noun C1==☆☆☆☆☆==
23=accountable==adjective C1==☆☆☆☆☆==
24=accountant==noun B2==☆☆☆☆☆==
25=accounting==noun B2==☆☆☆☆☆==
26=accumulate==verb C1==☆☆☆☆☆==
27=accumulation==noun C1==☆☆☆☆☆==
28=accuracy==noun B2==☆☆☆☆☆==
29=accurately==adverb B2==☆☆☆☆☆==
30=accusation==noun C1==☆☆☆☆☆==
31=accused==noun C1==☆☆☆☆☆==
32=acid==adjective C1==☆☆☆☆☆==
33=acid==noun B2==☆☆☆☆☆==
34=acquisition==noun C1==☆☆☆☆☆==
35=acre==noun C1==☆☆☆☆☆==
36=activate==verb B2==☆☆☆☆☆==
37=activation==noun C1==☆☆☆☆☆==
38=activist==noun C1==☆☆☆☆☆==
39=acute==adjective C1==☆☆☆☆☆==
40=adaptation==noun C1==☆☆☆☆☆==
41=addiction==noun B2==☆☆☆☆☆==
42=additionally==adverb B2==☆☆☆☆☆==
43=adequate==adjective B2==☆☆☆☆☆==
44=adequately==adverb B2==☆☆☆☆☆==
45=adhere==verb C1==☆☆☆☆☆==
46=adjacent==adjective C1==☆☆☆☆☆==
47=adjust==verb B2==☆☆☆☆☆==
48=adjustment==noun C1==☆☆☆☆☆==
49=administer==verb C1==☆☆☆☆☆==
50=administrative==adjective C1==☆☆☆☆☆==
51=administrator==noun C1==☆☆☆☆☆==
52=admission==noun C1==☆☆☆☆☆==
53=adolescent==noun C1==☆☆☆☆☆==
54=adoption==noun C1==☆☆☆☆☆==
55=adverse==adjective C1==☆☆☆☆☆==
56=advocate==noun C1==☆☆☆☆☆==
57=advocate==verb C1==☆☆☆☆☆==
58=aesthetic==adjective C1==☆☆☆☆☆==
59=affection==noun C1==☆☆☆☆☆==
60=affordable==adjective B2==☆☆☆☆☆==
61=aftermath==noun C1==☆☆☆☆☆==
62=aggression==noun C1==☆☆☆☆☆==
63=agricultural==adjective C1==☆☆☆☆☆==
64=agriculture==noun B2==☆☆☆☆☆==
65=aide==noun C1==☆☆☆☆☆==
66=AIDS==noun B2==☆☆☆☆☆==
67=albeit==conjunction C1==☆☆☆☆☆==
68=alert==adjective C1==☆☆☆☆☆==
69=alert==noun C1==☆☆☆☆☆==
70=alert==verb C1==☆☆☆☆☆==
71=alien==adjective C1==☆☆☆☆☆==
72=alien==noun B2==☆☆☆☆☆==
73=align==verb C1==☆☆☆☆☆==
74=alignment==noun C1==☆☆☆☆☆==
75=alike==adjective C1==☆☆☆☆☆==
76=alike==adverb C1==☆☆☆☆☆==
77=allegation==noun C1==☆☆☆☆☆==
78=allege==verb C1==☆☆☆☆☆==
79=allegedly==adverb C1==☆☆☆☆☆==
80=alliance==noun C1==☆☆☆☆☆==
81=allocate==verb C1==☆☆☆☆☆==
82=allocation==noun C1==☆☆☆☆☆==
83=allowance==noun C1==☆☆☆☆☆==
84=ally==noun C1==☆☆☆☆☆==
85=alongside==preposition B2==☆☆☆☆☆==
86=altogether==adverb B2==☆☆☆☆☆==
87=aluminium==noun C1==☆☆☆☆☆==
88=amateur==adjective C1==☆☆☆☆☆==
89=amateur==noun C1==☆☆☆☆☆==
90=ambassador==noun C1==☆☆☆☆☆==
91=ambulance==noun B2==☆☆☆☆☆==
92=amend==verb C1==☆☆☆☆☆==
93=amendment==noun C1==☆☆☆☆☆==
94=amid==preposition C1==☆☆☆☆☆==
95=amusing==adjective B2==☆☆☆☆☆==
96=analogy==noun C1==☆☆☆☆☆==
97=analyst==noun B2==☆☆☆☆☆==
98=ancestor==noun B2==☆☆☆☆☆==
99=anchor==noun C1==☆☆☆☆☆==
100=angel==noun C1==☆☆☆☆☆==
101=animation==noun B2==☆☆☆☆☆==
102=annually==adverb B2==☆☆☆☆☆==
103=anonymous==adjective C1==☆☆☆☆☆==
104=anticipate==verb B2==☆☆☆☆☆==
105=anxiety==noun B2==☆☆☆☆☆==
106=apology==noun B2==☆☆☆☆☆==
107=apparatus==noun C1==☆☆☆☆☆==
108=appealing==adjective C1==☆☆☆☆☆==
109=appetite==noun C1==☆☆☆☆☆==
110=applaud==verb C1==☆☆☆☆☆==
111=applicable==adjective C1==☆☆☆☆☆==
112=applicant==noun B2==☆☆☆☆☆==
113=appoint==verb C1==☆☆☆☆☆==
114=appreciation==noun C1==☆☆☆☆☆==
115=appropriately==adverb B2==☆☆☆☆☆==
116=arbitrary==adjective C1==☆☆☆☆☆==
117=architectural==adjective C1==☆☆☆☆☆==
118=archive==noun C1==☆☆☆☆☆==
119=arena==noun C1==☆☆☆☆☆==
120=arguably==adverb C1==☆☆☆☆☆==
121=arm==verb C1==☆☆☆☆☆==
122=array==noun C1==☆☆☆☆☆==
123=arrow==noun B2==☆☆☆☆☆==
124=articulate==verb C1==☆☆☆☆☆==
125=artwork==noun B2==☆☆☆☆☆==
126=ash==noun C1==☆☆☆☆☆==
127=aside==adverb B2==☆☆☆☆☆==
128=aspiration==noun C1==☆☆☆☆☆==
129=aspire==verb C1==☆☆☆☆☆==
130=assassination==noun C1==☆☆☆☆☆==
131=assault==noun C1==☆☆☆☆☆==
132=assault==verb C1==☆☆☆☆☆==
133=assemble==verb C1==☆☆☆☆☆==
134=assembly==noun C1==☆☆☆☆☆==
135=assert==verb C1==☆☆☆☆☆==
136=assertion==noun C1==☆☆☆☆☆==
137=asset==noun B2==☆☆☆☆☆==
138=assign==verb B2==☆☆☆☆☆==
139=assistance==noun B2==☆☆☆☆☆==
140=assumption==noun B2==☆☆☆☆☆==
141=assurance==noun C1==☆☆☆☆☆==
142=assure==verb B2==☆☆☆☆☆==
143=astonishing==adjective B2==☆☆☆☆☆==
144=asylum==noun C1==☆☆☆☆☆==
145=atrocity==noun C1==☆☆☆☆☆==
146=attachment==noun B2==☆☆☆☆☆==
147=attain==verb C1==☆☆☆☆☆==
148=attendance==noun C1==☆☆☆☆☆==
149=attorney==noun C1==☆☆☆☆☆==
150=attribute==noun C1==☆☆☆☆☆==
151=attribute==verb C1==☆☆☆☆☆==
152=auction==noun B2==☆☆☆☆☆==
153=audio==adjective B2==☆☆☆☆☆==
154=audit==noun C1==☆☆☆☆☆==
155=authentic==adjective C1==☆☆☆☆☆==
156=authorize==verb C1==☆☆☆☆☆==
157=auto==noun C1==☆☆☆☆☆==
158=automatic==adjective B2==☆☆☆☆☆==
159=automatically==adverb B2==☆☆☆☆☆==
160=autonomy==noun C1==☆☆☆☆☆==
161=availability==noun C1==☆☆☆☆☆==
162=await==verb C1==☆☆☆☆☆==
163=awareness==noun B2==☆☆☆☆☆==
164=awkward==adjective B2==☆☆☆☆☆==
165=backdrop==noun C1==☆☆☆☆☆==
166=backing==noun C1==☆☆☆☆☆==
167=backup==noun C1==☆☆☆☆☆==
168=badge==noun B2==☆☆☆☆☆==
169=bail==noun C1==☆☆☆☆☆==
170=balanced==adjective B2==☆☆☆☆☆==
171=ballet==noun B2==☆☆☆☆☆==
172=balloon==noun B2==☆☆☆☆☆==
173=ballot==noun C1==☆☆☆☆☆==
174=banner==noun C1==☆☆☆☆☆==
175=bare==adjective C1==☆☆☆☆☆==
176=barely==adverb B2==☆☆☆☆☆==
177=bargain==noun B2==☆☆☆☆☆==
178=barrel==noun C1==☆☆☆☆☆==
179=basement==noun B2==☆☆☆☆☆==
180=basket==noun B2==☆☆☆☆☆==
181=bass==noun C1==☆☆☆☆☆==
182=bat==noun B2==☆☆☆☆☆==
183=bat==verb C1==☆☆☆☆☆==
184=battlefield==noun C1==☆☆☆☆☆==
185=bay==noun C1==☆☆☆☆☆==
186=beam==noun C1==☆☆☆☆☆==
187=beast==noun C1==☆☆☆☆☆==
188=behalf==noun C1==☆☆☆☆☆==
